CODIGO DO MUNICIPIO - TOM;CODIGO DO MUNICIPIO - IBGE;MUNICIPIO - TOM;municipio - IBGE;UF
467;2504157;CASSERENGUE;Casserengue;PB
468;1503507;IRITUIA;Irituia;PA
469;2504355;CATURITE;Caturite;PB
470;1503606;ITAITUBA;Itaituba;PA
471;2504850;COXIXOLA;Coxixola;PB
472;1503705;ITUPIRANGA;Itupiranga;PA
473;2505238;CUITE DE MAMANGUAPE;Cuite De Mamanguape;PB
474;1503804;JACUNDA;Jacunda;PA
475;2505279;CURRAL DE CIMA;Curral De Cima;PB
476;1503903;JURUTI;Juruti;PA
477;2505352;DAMIAO;Damiao;PB
478;1504000;LIMOEIRO DO AJURU;Limoeiro Do Ajuru;PA
479;2506251;GADO BRAVO;Gado Bravo;PB
480;1504109;MAGALHAES BARATA;Magalhaes Barata;PA
481;2508554;LOGRADOURO;Logradouro;PB
482;1504208;MARABA;Maraba;PA
483;2509057;MARCACAO;Marcacao;PB
484;1504307;MARACANA;Maracana;PA
485;2509156;MARIZOPOLIS;Marizopolis;PB
486;1504406;MARAPANIM;Marapanim;PA
487;2509339;MATINHAS;Matinhas;PB
488;1504505;MELGACO;Melgaco;PA
489;2509370;MATO GROSSO;Mato Grosso;PB
490;1504604;MOCAJUBA;Mocajuba;PA
491;2509396;MATUREIA;Matureia;PB
492;1504703;MOJU;Moju;PA
493;2510659;PARARI;Parari;PB
494;1504802;MONTE ALEGRE;Monte Alegre;PA
495;2512036;POCO DANTAS;Poco Dantas;PB
496;1504901;MUANA;Muana;PA
497;2512077;POCO DE JOSE DE MOURA;Poco De Jose De Moura;PB
498;1505007;NOVA TIMBOTEUA;Nova Timboteua;PA
499;2512721;PEDRO REGIS;Pedro Regis;PB
500;1505106;OBIDOS;Obidos;PA
501;2512747;RIACHAO;Riachao;PB
502;1505205;OEIRAS DO PARA;Oeiras Do Para;PA
503;2512754;RIACHAO DO BACAMARTE;Riachao Do Bacamarte;PB
504;1505304;ORIXIMINA;Oriximina;PA
505;2512762;RIACHAO DO POCO;Riachao Do Poco;PB
506;1505403;OUREM;Ourem;PA
507;2512788;RIACHO DE SANTO ANTONIO;Riacho De Santo Antonio;PB
508;1505502;PARAGOMINAS;Paragominas;PA
509;2513158;SANTA CECILIA;Santa Cecilia;PB
510;1505601;PEIXE-BOI;Peixe-Boi;PA
511;2513356;SANTA INES;Santa Ines;PB
512;1505700;PONTA DE PEDRAS;Ponta De Pedras;PA
513;2513653;JOCA CLAUDINO;Joca Claudino;PB
514;1505809;PORTEL;Portel;PA
515;2513851;SANTO ANDRE;Santo Andre;PB
516;1505908;PORTO DE MOZ;Porto De Moz;PA
517;2513927;SAO BENTINHO;Sao Bentinho;PB
518;1506005;PRAINHA;Prainha;PA
519;2513943;SAO DOMINGOS DO CARIRI;Sao Domingos Do Cariri;PB
520;1506104;PRIMAVERA;Primavera;PA
521;2513968;SAO DOMINGOS;Sao Domingos;PB
522;1506203;SALINOPOLIS;Salinopolis;PA
523;2513984;SAO FRANCISCO;Sao Francisco;PB
524;1506302;SALVATERRA;Salvaterra;PA
525;2514453;SAO JOSE DOS RAMOS;Sao Jose Dos Ramos;PB
526;1506401;SANTA CRUZ DO ARARI;Santa Cruz Do Arari;PA
527;2514552;SAO JOSE DE PRINCESA;Sao Jose De Princesa;PB
528;1506500;SANTA ISABEL DO PARA;Santa Isabel Do Para;PA
529;2514651;SAO JOSE DO BREJO DO CRUZ;Sao Jose Do Brejo Do Cruz;PB
530;1506609;SANTA MARIA DO PARA;Santa Maria Do Para;PA
531;2515930;SERTAOZINHO;Sertaozinho;PB
532;1506708;SANTANA DO ARAGUAIA;Santana Do Araguaia;PA
533;2515971;SOBRADO;Sobrado;PB
534;1506807;SANTAREM;Santarem;PA
535;2516151;SOSSEGO;Sossego;PB
536;1506906;SANTAREM NOVO;Santarem Novo;PA
537;2516755;TENORIO;Tenorio;PB
538;1507003;SANTO ANTONIO DO TAUA;Santo Antonio Do Taua;PA
539;2517209;VIEIROPOLIS;Vieiropolis;PB
540;1507102;SAO CAETANO DE ODIVELAS;Sao Caetano De Odivelas;PA
541;2517407;ZABELE;Zabele;PB
542;1507201;SAO DOMINGOS DO CAPIM;Sao Domingos Do Capim;PA
543;2601052;ARACOIABA;Aracoiaba;PE
544;1507300;SAO FELIX DO XINGU;Sao Felix Do Xingu;PA
545;2604155;CASINHAS;Casinhas;PE
546;1507409;SAO FRANCISCO DO PARA;Sao Francisco Do Para;PA
547;2607950;JAQUEIRA;Jaqueira;PE
548;1507508;SAO JOAO DO ARAGUAIA;Sao Joao Do Araguaia;PA
549;2608057;JATOBA;Jatoba;PE
550;1507607;SAO MIGUEL DO GUAMA;Sao Miguel Do Guama;PA
551;2608750;LAGOA GRANDE;Lagoa Grande;PE
552;1507706;SAO SEBASTIAO DA BOA VISTA;Sao Sebastiao Da Boa Vista;PA
553;2609154;MANARI;Manari;PE
554;1507805;SENADOR JOSE PORFIRIO;Senador Jose Porfirio;PA
555;2612554;SANTA FILOMENA;Santa Filomena;PE
556;1507904;SOURE;Soure;PA
557;2614857;TAMANDARE;Tamandare;PE
558;1508001;TOME-ACU;Tome-Acu;PA
559;2701357;CAMPESTRE;Campestre;AL
560;1508100;TUCURUI;Tucurui;PA
561;2703759;JEQUIA DA PRAIA;Jequia Da Praia;AL
562;1508209;VIGIA;Vigia;PA
563;3102050;ALTO CAPARAO;Alto Caparao;MG
564;1508308;VISEU;Viseu;PA
565;3102852;ANGELANDIA;Angelandia;MG
566;1506138;REDENCAO;Redencao;PA
567;3104452;ARICANDUVA;Aricanduva;MG
568;1506161;RIO MARIA;Rio Maria;PA
569;3106655;BERIZAL;Berizal;MG
570;1508407;XINGUARA;Xinguara;PA
571;3108255;BONITO DE MINAS;Bonito De Minas;MG
572;1506187;RONDON DO PARA;Rondon Do Para;PA
573;3108552;BRASILANDIA DE MINAS;Brasilandia De Minas;MG
574;1501576;BOM JESUS DO TOCANTINS;Bom Jesus Do Tocantins;PA
575;3109253;BUGRE;Bugre;MG
576;1501758;BREJO GRANDE DO ARAGUAIA;Brejo Grande Do Araguaia;PA
577;3109451;CABECEIRA GRANDE;Cabeceira Grande;MG
578;1502756;CONCORDIA DO PARA;Concordia Do Para;PA
579;3111150;CAMPO AZUL;Campo Azul;MG
580;1502772;CURIONOPOLIS;Curionopolis;PA
581;3112059;CANTAGALO;Cantagalo;MG
582;1502939;DOM ELISEU;Dom Eliseu;PA
583;3115359;CATAS ALTAS;Catas Altas;MG
584;1503077;GARRAFAO DO NORTE;Garrafao Do Norte;PA
585;3115474;CATUTI;Catuti;MG
586;1504059;MAE DO RIO;Mae Do Rio;PA
587;3116159;CHAPADA GAUCHA;Chapada Gaucha;MG
588;1504455;MEDICILANDIA;Medicilandia;PA
589;3117836;CONEGO MARINHO;Conego Marinho;MG
590;1505437;OURILANDIA DO NORTE;Ourilandia Do Norte;PA
591;3117876;CONFINS;Confins;MG
592;1505486;PACAJA;Pacaja;PA
593;3119955;CORREGO FUNDO;Corrego Fundo;MG
594;1505536;PARAUAPEBAS;Parauapebas;PA
595;3120151;CRISOLITA;Crisolita;MG
596;1506195;RUROPOLIS;Ruropolis;PA
597;3120839;CUPARAQUE;Cuparaque;MG
598;1506583;SANTA MARIA DAS BARREIRAS;Santa Maria Das Barreiras;PA
599;3120870;CURRAL DE DENTRO;Curral De Dentro;MG
600;1600105;AMAPA;Amapa;AP
601;3121258;DELTA;Delta;MG
602;1600204;CALCOENE;Calcoene;AP
603;3122355;DIVISA ALEGRE;Divisa Alegre;MG
604;1600303;MACAPA;Macapa;AP
605;3122470;DOM BOSCO;Dom Bosco;MG
606;1600402;MAZAGAO;Mazagao;AP
607;3126752;FRANCISCOPOLIS;Franciscopolis;MG
608;1600501;OIAPOQUE;Oiapoque;AP
609;3126950;FREI LAGONEGRO;Frei Lagonegro;MG
610;1600238;FERREIRA GOMES;Ferreira Gomes;AP
611;3127073;FRUTA DE LEITE;Fruta De Leite;MG
612;1600279;LARANJAL DO JARI;Laranjal Do Jari;AP
613;3127339;GAMELEIRAS;Gameleiras;MG
614;1600600;SANTANA;Santana;AP
615;3127354;GLAUCILANDIA;Glaucilandia;MG
616;1600709;TARTARUGALZINHO;Tartarugalzinho;AP
617;3127370;GOIABEIRA;Goiabeira;MG
618;1507458;SAO GERALDO DO ARAGUAIA;Sao Geraldo Do Araguaia;PA
619;3127388;GOIANA;Goiana;MG
620;1503457;IPIXUNA DO PARA;Ipixuna Do Para;PA
621;3128253;GUARACIAMA;Guaraciama;MG
622;1508126;ULIANOPOLIS;Ulianopolis;PA
623;3129657;IBIRACATU;Ibiracatu;MG
624;1501782;BREU BRANCO;Breu Branco;PA
625;3130556;IMBE DE MINAS;Imbe De Minas;MG
626;1503093;GOIANESIA DO PARA;Goianesia Do Para;PA
627;3130655;INDAIABIRA;Indaiabira;MG
628;1505064;NOVO REPARTIMENTO;Novo Repartimento;PA
629;3135357;JAPONVAR;Japonvar;MG
630;1503754;JACAREACANGA;Jacareacanga;PA
631;3135456;JENIPAPO DE MINAS;Jenipapo De Minas;MG
632;1505031;NOVO PROGRESSO;Novo Progresso;PA
633;3136520;JOSE GONCALVES DE MINAS;Jose Goncalves De Minas;MG
634;1508050;TRAIRAO;Trairao;PA
635;3136553;JOSE RAYDAN;Jose Raydan;MG
636;1507979;TERRA SANTA;Terra Santa;PA
637;3136579;JOSENOPOLIS;Josenopolis;MG
638;1501725;BRASIL NOVO;Brasil Novo;PA
639;3136959;JUVENILIA;Juvenilia;MG
640;1508357;VITORIA DO XINGU;Vitoria Do Xingu;PA
641;3138351;LEME DO PRADO;Leme Do Prado;MG
642;1200013;ACRELANDIA;Acrelandia;AC
643;3138674;LUISBURGO;Luisburgo;MG
644;1200138;BUJARI;Bujari;AC
645;3138682;LUISLANDIA;Luislandia;MG
646;1200179;CAPIXABA;Capixaba;AC
647;3140159;MARIO CAMPOS;Mario Campos;MG
648;1200807;PORTO ACRE;Porto Acre;AC
649;3140530;MARTINS SOARES;Martins Soares;MG
650;1200252;EPITACIOLANDIA;Epitaciolandia;AC
651;3142254;MIRAVANIA;Miravania;MG
652;1200328;JORDAO;Jordao;AC
653;3143153;MONTE FORMOSO;Monte Formoso;MG
654;1200351;MARECHAL THAUMATURGO;Marechal Thaumaturgo;AC
655;3144359;NAQUE;Naque;MG
656;1200393;PORTO WALTER;Porto Walter;AC
657;3144375;NATALANDIA;Natalandia;MG
658;1200427;RODRIGUES ALVES;Rodrigues Alves;AC
659;3144656;NINHEIRA;Ninheira;MG
660;1200435;SANTA ROSA DO PURUS;Santa Rosa Do Purus;AC
661;3144672;NOVA BELEM;Nova Belem;MG
662;1600154;PEDRA BRANCA DO AMAPARI;Pedra Branca Do Amapari;AP
663;3145059;NOVA PORTEIRINHA;Nova Porteirinha;MG
664;1600055;SERRA DO NAVIO;Serra Do Navio;AP
665;3145356;NOVO ORIENTE DE MINAS;Novo Oriente De Minas;MG
666;1600212;CUTIAS;Cutias;AP
667;3145372;NOVORIZONTE;Novorizonte;MG
668;1600253;ITAUBAL;Itaubal;AP
669;3145455;OLHOS-D'AGUA;Olhos-D'Agua;MG
670;1600535;PORTO GRANDE;Porto Grande;AP
671;3145851;ORATORIOS;Oratorios;MG
672;1600550;PRACUUBA;Pracuuba;AP
673;3145877;ORIZANIA;Orizania;MG
674;1100403;ALTO PARAISO;Alto Paraiso;RO
675;3146255;PADRE CARVALHO;Padre Carvalho;MG
676;1100601;CACAULANDIA;Cacaulandia;RO
677;3146552;PAI PEDRO;Pai Pedro;MG
678;1100700;CAMPO NOVO DE RONDONIA;Campo Novo De Rondonia;RO
679;3147956;PATIS;Patis;MG
680;1100809;CANDEIAS DO JAMARI;Candeias Do Jamari;RO
681;3148756;PEDRA BONITA;Pedra Bonita;MG
682;1101104;ITAPUA DO OESTE;Itapua Do Oeste;RO
683;3149952;PERIQUITO;Periquito;MG
684;1101401;MONTE NEGRO;Monte Negro;RO
685;3150158;PIEDADE DE CARATINGA;Piedade De Caratinga;MG
686;1100262;RIO CRESPO;Rio Crespo;RO
687;3150539;PINGO D'AGUA;Pingo D'Agua;MG
688;1100502;NOVO HORIZONTE DO OESTE;Novo Horizonte Do Oeste;RO
689;3150570;PINTOPOLIS;Pintopolis;MG
690;1100908;CASTANHEIRAS;Castanheiras;RO
691;3152131;PONTO CHIQUE;Ponto Chique;MG
692;1101005;GOVERNADOR JORGE TEIXEIRA;Governador Jorge Teixeira;RO
693;3152170;PONTO DOS VOLANTES;Ponto Dos Volantes;MG
694;1101203;MINISTRO ANDREAZZA;Ministro Andreazza;RO
695;3154150;REDUTO;Reduto;MG
696;1101302;MIRANTE DA SERRA;Mirante Da Serra;RO
697;3156452;ROSARIO DA LIMEIRA;Rosario Da Limeira;MG
698;1101500;SERINGUEIRAS;Seringueiras;RO
699;3157278;SANTA BARBARA DO MONTE VERDE;Santa Barbara Do Monte Verde;MG
700;2100105;AFONSO CUNHA;Afonso Cunha;MA
701;3157336;SANTA CRUZ DE MINAS;Santa Cruz De Minas;MG
702;2100204;ALCANTARA;Alcantara;MA
703;3157377;SANTA CRUZ DE SALINAS;Santa Cruz De Salinas;MG
704;2100303;ALDEIAS ALTAS;Aldeias Altas;MA
705;3157658;SANTA HELENA DE MINAS;Santa Helena De Minas;MG
706;2100402;ALTAMIRA DO MARANHAO;Altamira Do Maranhao;MA
707;3160454;SANTO ANTONIO DO RETIRO;Santo Antonio Do Retiro;MG
708;2100501;ALTO PARNAIBA;Alto Parnaiba;MA
709;3160959;SAO DOMINGOS DAS DORES;Sao Domingos Das Dores;MG
710;2100600;AMARANTE DO MARANHAO;Amarante Do Maranhao;MA
711;3161056;SAO FELIX DE MINAS;Sao Felix De Minas;MG
712;2100709;ANAJATUBA;Anajatuba;MA
713;3161650;SAO GERALDO DO BAIXIO;Sao Geraldo Do Baixio;MG
714;2100808;ANAPURUS;Anapurus;MA
715;3162252;SAO JOAO DA LAGOA;Sao Joao Da Lagoa;MG
716;2100907;ARAIOSES;Araioses;MA
717;3162450;SAO JOAO DAS MISSOES;Sao Joao Das Missoes;MG
718;2101004;ARARI;Arari;MA
719;3162658;SAO JOAO DO PACUI;Sao Joao Do Pacui;MG
720;2101103;AXIXA;Axixa;MA
721;3162922;SAO JOAQUIM DE BICAS;Sao Joaquim De Bicas;MG
722;2101202;BACABAL;Bacabal;MA
723;3162948;SAO JOSE DA BARRA;Sao Jose Da Barra;MG
724;2101301;BACURI;Bacuri;MA
725;3164431;SAO SEBASTIAO DA VARGEM ALEGRE;Sao Sebastiao Da Vargem Alegre;MG
726;2101400;BALSAS;Balsas;MA
727;3164472;SAO SEBASTIAO DO ANTA;Sao Sebastiao Do Anta;MG
728;2101509;BARAO DE GRAJAU;Barao De Grajau;MA
729;3165537;SARZEDO;Sarzedo;MG
730;2101608;BARRA DO CORDA;Barra Do Corda;MA
731;3165552;SETUBINHA;Setubinha;MG
732;2101707;BARREIRINHAS;Barreirinhas;MA
733;3165560;SEM-PEIXE;Sem-Peixe;MG
734;2101806;BENEDITO LEITE;Benedito Leite;MA
735;3166956;SERRANOPOLIS DE MINAS;Serranopolis De Minas;MG
736;2101905;BEQUIMAO;Bequimao;MA
737;3168051;TAPARUBA;Taparuba;MG
738;2102101;BREJO;Brejo;MA
739;3169059;TOCOS DO MOJI;Tocos Do Moji;MG
740;2102200;BURITI;Buriti;MA
741;3170438;UNIAO DE MINAS;Uniao De Minas;MG
742;2102309;BURITI BRAVO;Buriti Bravo;MA
743;3170479;URUANA DE MINAS;Uruana De Minas;MG
744;2102408;CAJAPIO;Cajapio;MA
745;3170578;VARGEM ALEGRE;Vargem Alegre;MG
746;2102507;CAJARI;Cajari;MA
747;3170651;VARGEM GRANDE DO RIO PARDO;Vargem Grande Do Rio Pardo;MG
748;2102606;CANDIDO MENDES;Candido Mendes;MA
749;3170750;VARJAO DE MINAS;Varjao De Minas;MG
750;2102705;CANTANHEDE;Cantanhede;MA
751;3171030;VERDELANDIA;Verdelandia;MG
752;2102804;CAROLINA;Carolina;MA
753;3171071;VEREDINHA;Veredinha;MG
754;2102903;CARUTAPERA;Carutapera;MA
755;3171154;VERMELHO NOVO;Vermelho Novo;MG
756;2103000;CAXIAS;Caxias;MA
757;3201159;BREJETUBA;Brejetuba;ES
758;2103109;CEDRAL;Cedral;MA
759;3203320;MARATAIZES;Marataizes;ES
760;2103208;CHAPADINHA;Chapadinha;MA
761;3204252;PONTO BELO;Ponto Belo;ES
762;2103307;CODO;Codo;MA
763;3204955;SAO ROQUE DO CANAA;Sao Roque Do Canaa;ES
764;2103406;COELHO NETO;Coelho Neto;MA
765;3205010;SOORETAMA;Sooretama;ES
766;2103505;COLINAS;Colinas;MA
767;3205176;VILA VALERIO;Vila Valerio;ES
768;2103604;COROATA;Coroata;MA
769;3300233;ARMACAO DOS BUZIOS;Armacao Dos Buzios;RJ
770;2103703;CURURUPU;Cururupu;MA
771;3300936;CARAPEBUS;Carapebus;RJ
772;2103802;DOM PEDRO;Dom Pedro;MA
773;3301876;IGUABA GRANDE;Iguaba Grande;RJ
774;2103901;DUQUE BACELAR;Duque Bacelar;MA
775;3302452;MACUCO;Macuco;RJ
776;2104008;ESPERANTINOPOLIS;Esperantinopolis;MA
777;3303955;PINHEIRAL;Pinheiral;RJ
778;2104107;FORTALEZA DOS NOGUEIRAS;Fortaleza Dos Nogueiras;MA
779;3304110;PORTO REAL;Porto Real;RJ
780;2104206;FORTUNA;Fortuna;MA
781;3304755;SAO FRANCISCO DE ITABAPOANA;Sao Francisco De Itabapoana;RJ
782;2104305;GODOFREDO VIANA;Godofredo Viana;MA
783;3305133;SAO JOSE DE UBA;Sao Jose De Uba;RJ
784;2104404;GONCALVES DIAS;Goncalves Dias;MA
785;3305554;SEROPEDICA;Seropedica;RJ
786;2104503;GOVERNADOR ARCHER;Governador Archer;MA
787;3305752;TANGUA;Tangua;RJ
788;2104602;GOVERNADOR EUGENIO BARROS;Governador Eugenio Barros;MA
789;3503356;ARCO-IRIS;Arco-Iris;SP
790;2104701;GRACA ARANHA;Graca Aranha;MA
791;3507753;BREJO ALEGRE;Brejo Alegre;SP
792;2104800;GRAJAU;Grajau;MA
793;3509957;CANAS;Canas;SP
794;2104909;GUIMARAES;Guimaraes;MA
795;3515657;FERNAO;Fernao;SP
796;2105005;HUMBERTO DE CAMPOS;Humberto De Campos;MA
797;3516853;GAVIAO PEIXOTO;Gaviao Peixoto;SP
798;2105104;ICATU;Icatu;MA
799;3521150;IPIGUA;Ipigua;SP
800;2105203;IGARAPE GRANDE;Igarape Grande;MA
801;3525854;JUMIRIM;Jumirim;SP
802;2105302;IMPERATRIZ;Imperatriz;MA
803;3532157;NANTES;Nantes;SP
804;2111409;SAO LUIS GONZAGA DO MARANHAO;Sao Luis Gonzaga Do Maranhao;MA
805;3532868;NOVA CASTILHO;Nova Castilho;SP
806;2105401;ITAPECURU MIRIM;Itapecuru Mirim;MA
807;3534757;OUROESTE;Ouroeste;SP
808;2105500;JOAO LISBOA;Joao Lisboa;MA
809;3536570;PAULISTANIA;Paulistania;SP
810;2105609;JOSELANDIA;Joselandia;MA
811;3540853;PRACINHA;Pracinha;SP
812;2105708;LAGO DA PEDRA;Lago Da Pedra;MA
813;3541059;PRATANIA;Pratania;SP
814;2105807;LAGO DO JUNCO;Lago Do Junco;MA
815;3541653;QUADRA;Quadra;SP
816;2105906;LAGO VERDE;Lago Verde;MA
817;3543238;RIBEIRAO DOS INDIOS;Ribeirao Dos Indios;SP
818;2106003;LIMA CAMPOS;Lima Campos;MA
819;3546256;SANTA CRUZ DA ESPERANCA;Santa Cruz Da Esperanca;SP
820;2106102;LORETO;Loreto;MA
821;3547650;SANTA SALETE;Santa Salete;SP
822;2106201;LUIS DOMINGUES;Luis Domingues;MA
823;3553658;TAQUARAL;Taquaral;SP
824;2106300;MAGALHAES DE ALMEIDA;Magalhaes De Almeida;MA
825;3554755;TRABIJU;Trabiju;SP
826;2106409;MATA ROMA;Mata Roma;MA
827;3556958;VITORIA BRASIL;Vitoria Brasil;SP
828;2106508;MATINHA;Matinha;MA
829;4101655;ARAPUA;Arapua;PR
830;2106607;MATOES;Matoes;MA
831;4101853;ARIRANHA DO IVAI;Ariranha Do Ivai;PR
832;2106706;MIRADOR;Mirador;MA
833;4102752;BELA VISTA DA CAROBA;Bela Vista Da Caroba;PR
834;2106805;MIRINZAL;Mirinzal;MA
835;4103040;BOA VENTURA DE SAO ROQUE;Boa Ventura De Sao Roque;PR
836;2106904;MONCAO;Moncao;MA
837;4103156;BOM JESUS DO SUL;Bom Jesus Do Sul;PR
838;2107001;MONTES ALTOS;Montes Altos;MA
839;4103958;CAMPINA DO SIMAO;Campina Do Simao;PR
840;2107100;MORROS;Morros;MA
841;4104253;CAMPO MAGRO;Campo Magro;PR
842;2107209;NINA RODRIGUES;Nina Rodrigues;MA
843;4104659;CARAMBEI;Carambei;PR
844;2107308;NOVA IORQUE;Nova Iorque;MA
845;4106456;CORONEL DOMINGOS SOARES;Coronel Domingos Soares;PR
846;2107407;OLHO D'AGUA DAS CUNHAS;Olho D'Agua Das Cunhas;MA
847;4106852;CRUZMALTINA;Cruzmaltina;PR
848;2107506;PACO DO LUMIAR;Paco Do Lumiar;MA
849;4107520;ESPERANCA NOVA;Esperanca Nova;PR
850;2107605;PALMEIRANDIA;Palmeirandia;MA
851;4107546;ESPIGAO ALTO DO IGUACU;Espigao Alto Do Iguacu;PR
852;2107704;PARAIBANO;Paraibano;MA
853;4107736;FERNANDES PINHEIRO;Fernandes Pinheiro;PR
854;2107803;PARNARAMA;Parnarama;MA
855;4108452;FOZ DO JORDAO;Foz Do Jordao;PR
856;2107902;PASSAGEM FRANCA;Passagem Franca;MA
857;4108650;GOIOXIM;Goioxim;PR
858;2108009;PASTOS BONS;Pastos Bons;MA
859;4108957;GUAMIRANGA;Guamiranga;PR
860;2108207;PEDREIRAS;Pedreiras;MA
861;4110078;IMBAU;Imbau;PR
862;2108306;PENALVA;Penalva;MA
863;4114351;MANFRINOPOLIS;Manfrinopolis;PR
864;2108405;PERI MIRIM;Peri Mirim;MA
865;4115457;MARQUINHO;Marquinho;PR
866;2108504;PINDARE MIRIM;Pindare Mirim;MA
867;4118857;PEROBAL;Perobal;PR
868;2108603;PINHEIRO;Pinheiro;MA
869;4119954;PONTAL DO PARANA;Pontal Do Parana;PR
870;2108702;PIO XII;Pio Xii;MA
871;4120150;PORTO BARREIRO;Porto Barreiro;PR
872;2108801;PIRAPEMAS;Pirapemas;MA
873;4120333;PRADO FERREIRA;Prado Ferreira;PR
874;2108900;POCAO DE PEDRAS;Pocao De Pedras;MA
875;4120655;QUARTO CENTENARIO;Quarto Centenario;PR
876;2109007;PORTO FRANCO;Porto Franco;MA
877;4121752;RESERVA DO IGUACU;Reserva Do Iguacu;PR
878;2109106;PRESIDENTE DUTRA;Presidente Dutra;MA
879;4122172;RIO BRANCO DO IVAI;Rio Branco Do Ivai;PR
880;2109205;PRESIDENTE JUSCELINO;Presidente Juscelino;MA
881;4126355;SERRANOPOLIS DO IGUACU;Serranopolis Do Iguacu;PR
882;2109304;PRESIDENTE VARGAS;Presidente Vargas;MA
883;4126678;TAMARANA;Tamarana;PR
884;2109403;PRIMEIRA CRUZ;Primeira Cruz;MA
885;4200754;ALTO BELA VISTA;Alto Bela Vista;SC
886;2109502;RIACHAO;Riachao;MA
887;4201950;BALNEARIO ARROIO DO SILVA;Balneario Arroio Do Silva;SC
888;2111201;SAO JOSE DE RIBAMAR;Sao Jose De Ribamar;MA
889;4202073;BALNEARIO GAIVOTA;Balneario Gaivota;SC
890;2109601;ROSARIO;Rosario;MA
891;4202081;BANDEIRANTE;Bandeirante;SC
892;2109700;SAMBAIBA;Sambaiba;MA
893;4202099;BARRA BONITA;Barra Bonita;SC
894;2109809;SANTA HELENA;Santa Helena;MA
895;4202131;BELA VISTA DO TOLDO;Bela Vista Do Toldo;SC
896;2110005;SANTA LUZIA;Santa Luzia;MA
897;4202438;BOCAINA DO SUL;Bocaina Do Sul;SC
898;2110104;SANTA QUITERIA DO MARANHAO;Santa Quiteria Do Maranhao;MA
899;4202537;BOM JESUS;Bom Jesus;SC
900;2110203;SANTA RITA;Santa Rita;MA
901;4202578;BOM JESUS DO OESTE;Bom Jesus Do Oeste;SC
902;2110302;SANTO ANTONIO DOS LOPES;Santo Antonio Dos Lopes;MA
903;4202875;BRUNOPOLIS;Brunopolis;SC
904;2110401;SAO BENEDITO DO RIO PRETO;Sao Benedito Do Rio Preto;MA
905;4203253;CAPAO ALTO;Capao Alto;SC
906;2110500;SAO BENTO;Sao Bento;MA
907;4204194;CHAPADAO DO LAGEADO;Chapadao Do Lageado;SC
908;2110609;SAO BERNARDO;Sao Bernardo;MA
909;4204756;CUNHATAI;Cunhatai;SC
910;2110708;SAO DOMINGOS DO MARANHAO;Sao Domingos Do Maranhao;MA
911;4205175;ENTRE RIOS;Entre Rios;SC
912;2110807;SAO FELIX DE BALSAS;Sao Felix De Balsas;MA
913;4205191;ERMO;Ermo;SC
914;2110906;SAO FRANCISCO DO MARANHAO;Sao Francisco Do Maranhao;MA
915;4205357;FLOR DO SERTAO;Flor Do Sertao;SC
916;2111003;SAO JOAO BATISTA;Sao Joao Batista;MA
917;4205555;FREI ROGERIO;Frei Rogerio;SC
918;2111102;SAO JOAO DOS PATOS;Sao Joao Dos Patos;MA
919;4206751;IBIAM;Ibiam;SC
920;2111300;SAO LUIS;Sao Luis;MA
921;4207577;IOMERE;Iomere;SC
922;2111508;SAO MATEUS DO MARANHAO;Sao Mateus Do Maranhao;MA
923;4209177;JUPIA;Jupia;SC
924;2111607;SAO RAIMUNDO DAS MANGABEIRAS;Sao Raimundo Das Mangabeiras;MA
925;4210035;LUZERNA;Luzerna;SC
926;2111706;SAO VICENTE FERRER;Sao Vicente Ferrer;MA
927;4211876;PAIAL;Paial;SC
928;2111805;SITIO NOVO;Sitio Novo;MA
929;4211892;PAINEL;Painel;SC
930;2111904;SUCUPIRA DO NORTE;Sucupira Do Norte;MA
931;4212056;PALMEIRA;Palmeira;SC
932;2112001;TASSO FRAGOSO;Tasso Fragoso;MA
933;4214151;PRINCESA;Princesa;SC
934;2112100;TIMBIRAS;Timbiras;MA
935;4215356;SALTINHO;Saltinho;SC
936;2112209;TIMON;Timon;MA
937;4215687;SANTA TEREZINHA DO PROGRESSO;Santa Terezinha Do Progresso;SC
938;2112308;TUNTUM;Tuntum;MA
939;4215695;SANTIAGO DO SUL;Santiago Do Sul;SC
940;2112407;TURIACU;Turiacu;MA
941;4215752;SAO BERNARDINO;Sao Bernardino;SC
942;2112506;TUTOIA;Tutoia;MA
943;4217253;SAO PEDRO DE ALCANTARA;Sao Pedro De Alcantara;SC
944;2112605;URBANO SANTOS;Urbano Santos;MA
945;4217956;TIGRINHOS;Tigrinhos;SC
946;2112704;VARGEM GRANDE;Vargem Grande;MA
947;4218350;TREVISO;Treviso;SC
948;2112803;VIANA;Viana;MA
949;4219853;ZORTEA;Zortea;SC
950;2112902;VITORIA DO MEARIM;Vitoria Do Mearim;MA
951;4300877;ARARICA;Ararica;RS
952;2113009;VITORINO FREIRE;Vitorino Freire;MA
953;4301636;BALNEARIO PINHAL;Balneario Pinhal;RS
954;2102002;BOM JARDIM;Bom Jardim;MA
955;4301875;BARRA DO QUARAI;Barra Do Quarai;RS
956;2109908;SANTA INES;Santa Ines;MA
957;4302055;BENJAMIN CONSTANT DO SUL;Benjamin Constant Do Sul;RS
958;2108108;PAULO RAMOS;Paulo Ramos;MA
959;4302253;BOA VISTA DO SUL;Boa Vista Do Sul;RS
960;2100055;ACAILANDIA;Acailandia;MA
