codigo,idade,departamento,escolaridade,sexo,nivel,funcao,est_civil,salario,horas_trab,total_tempo_trab,cursos_ultimo_ano,tempo_empresa,tempo_funcao,ultima_promocao,tempo_gerente_atual,deixou_a_empresa
766,29,Vendas,3,M,1,Representante de Vendas,Divorviado(a),2297,80,2,2,2,2,2,2,N
769,53,P&D,3,M,2,Tecnico de Laboratorio,Solteiro(a),2450,80,19,4,2,2,2,2,N
771,35,P&D,4,F,2,Representante de Saude,Divorviado(a),5093,80,16,2,1,0,0,0,N
772,32,P&D,4,M,2,Tecnico de Laboratorio,Casado(a),5309,80,10,2,10,8,4,7,N
773,38,P&D,5,M,1,Pesquisador,Casado(a),3057,80,6,0,1,0,0,1,N
775,34,P&D,5,F,2,Diretor de Manufatura,Divorviado(a),5121,80,7,3,0,0,0,0,N
776,52,Vendas,4,M,4,Gerente,Casado(a),16856,80,34,3,34,6,1,16,N
780,33,P&D,4,M,1,Pesquisador,Solteiro(a),2686,80,10,2,10,9,7,8,S
781,25,Vendas,1,F,2,Executivo de Vendas,Solteiro(a),6180,80,6,5,6,5,1,4,N
783,45,Vendas,2,M,2,Representante de Vendas,Solteiro(a),6632,80,9,3,8,7,3,1,N
784,23,P&D,1,M,1,Pesquisador,Solteiro(a),3505,80,2,3,2,2,0,2,N
785,47,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),6397,80,8,2,5,4,1,3,S
786,34,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),6274,80,6,5,6,5,1,4,N
787,55,P&D,3,M,5,Gerente,Casado(a),19859,80,24,2,5,2,1,4,S
789,36,Vendas,4,M,3,Executivo de Vendas,Solteiro(a),7587,80,10,1,10,7,0,9,N
791,52,P&D,4,M,1,Pesquisador,Casado(a),4258,80,5,3,4,3,1,2,N
792,26,P&D,2,F,1,Tecnico de Laboratorio,Divorviado(a),4364,80,5,2,2,2,2,0,N
793,29,P&D,3,F,2,Representante de Saude,Casado(a),4335,80,11,3,8,7,1,1,N
796,26,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),5326,80,6,2,4,3,1,2,S
797,34,P&D,4,F,1,Pesquisador,Solteiro(a),3280,80,10,2,4,2,1,3,N
799,54,P&D,4,F,2,Diretor de Manufatura,Divorviado(a),5485,80,9,4,5,3,1,4,N
800,27,Vendas,1,M,2,Executivo de Vendas,Casado(a),4342,80,5,3,4,2,1,1,N
802,37,P&D,1,F,1,Pesquisador,Divorviado(a),2782,80,6,3,5,3,4,3,N
803,38,P&D,4,F,2,Diretor de Manufatura,Solteiro(a),5980,80,17,2,15,7,4,12,N
804,34,P&D,4,F,1,Pesquisador,Solteiro(a),4381,80,6,3,6,5,1,3,N
805,35,Vendas,4,F,1,Representante de Vendas,Casado(a),2572,80,3,1,3,2,0,2,N
806,30,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),3833,80,7,2,2,2,0,2,N
807,40,P&D,2,F,2,Representante de Saude,Casado(a),4244,80,8,2,8,7,3,7,N
808,34,Vendas,2,F,2,Executivo de Vendas,Casado(a),6500,80,6,1,3,2,1,2,N
809,42,P&D,3,M,5,Gerente,Divorviado(a),18430,80,24,4,24,7,14,9,N
811,23,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),1601,80,1,2,0,0,0,0,S
812,24,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),2694,80,1,4,1,0,0,0,N
813,52,P&D,4,F,2,Tecnico de Laboratorio,Casado(a),3149,80,9,3,5,2,1,4,N
815,50,P&D,3,M,4,Diretor de Pesquisa,Casado(a),17639,80,30,3,4,3,0,3,N
816,29,P&D,2,F,1,Tecnico de Laboratorio,Casado(a),2319,80,1,1,1,0,0,0,S
817,33,P&D,3,M,3,Diretor de Pesquisa,Casado(a),11691,80,14,3,13,9,3,7,N
819,33,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),5324,80,6,3,3,2,0,2,S
820,47,P&D,2,F,4,Gerente,Casado(a),16752,80,26,3,26,14,3,0,N
823,36,P&D,3,F,2,Diretor de Manufatura,Casado(a),5228,80,10,2,9,7,0,5,N
824,29,P&D,2,M,1,Pesquisador,Casado(a),2700,80,10,3,10,7,0,7,N
825,58,P&D,4,M,5,Diretor de Pesquisa,Solteiro(a),19246,80,40,2,31,15,13,8,S
826,35,P&D,4,F,1,Pesquisador,Solteiro(a),2506,80,7,0,2,2,2,2,N
827,42,P&D,2,F,2,Diretor de Manufatura,Casado(a),6062,80,8,4,4,3,0,2,N
828,28,P&D,4,M,1,Pesquisador,Solteiro(a),4382,80,5,3,2,2,2,1,S
829,36,RH,3,M,1,RH,Casado(a),2143,80,8,2,5,2,0,4,N
830,32,P&D,3,F,2,Diretor de Manufatura,Casado(a),6162,80,14,3,14,13,6,8,N
832,40,P&D,4,M,2,Tecnico de Laboratorio,Solteiro(a),5094,80,10,6,1,0,0,0,N
833,30,P&D,3,F,2,Diretor de Manufatura,Solteiro(a),6877,80,12,4,0,0,0,0,N
834,45,P&D,3,F,1,Pesquisador,Solteiro(a),2274,80,1,3,1,0,0,0,N
836,42,P&D,3,M,2,Diretor de Manufatura,Casado(a),4434,80,10,3,9,8,7,8,N
837,38,P&D,3,M,2,Representante de Saude,Divorviado(a),6288,80,13,3,4,3,1,2,N
838,34,P&D,4,F,1,Pesquisador,Solteiro(a),2553,80,6,3,5,2,1,3,N
840,49,Vendas,3,F,3,Executivo de Vendas,Casado(a),7654,80,9,3,9,8,7,7,S
842,55,Vendas,1,M,2,Executivo de Vendas,Solteiro(a),5160,80,12,3,9,7,7,3,S
843,43,P&D,2,M,4,Diretor de Pesquisa,Casado(a),17159,80,22,3,4,1,1,0,N
844,27,P&D,1,M,3,Diretor de Pesquisa,Divorviado(a),12808,80,9,3,9,8,0,8,N
845,35,P&D,3,M,3,Diretor de Manufatura,Solteiro(a),10221,80,17,3,8,5,1,6,N
846,28,Vendas,4,F,2,Executivo de Vendas,Casado(a),4779,80,8,2,8,7,7,5,N
847,34,RH,2,M,1,RH,Casado(a),3737,80,4,1,3,2,0,2,N
848,26,P&D,2,F,1,Pesquisador,Casado(a),2366,80,8,2,8,7,1,7,S
850,27,P&D,3,M,1,Pesquisador,Casado(a),1706,80,0,6,0,0,0,0,N
851,51,Vendas,4,F,4,Gerente,Casado(a),16307,80,29,2,20,6,4,17,N
852,44,P&D,3,M,2,Representante de Saude,Solteiro(a),5933,80,10,2,5,2,2,3,N
854,25,P&D,1,M,1,Pesquisador,Solteiro(a),3424,80,6,3,4,3,0,1,N
855,33,Vendas,3,M,2,Executivo de Vendas,Divorviado(a),4037,80,9,5,9,8,0,8,N
856,35,P&D,1,F,1,Pesquisador,Solteiro(a),2559,80,6,3,6,5,1,1,N
857,36,Vendas,2,M,2,Executivo de Vendas,Casado(a),6201,80,18,1,18,14,4,11,N
859,32,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),4403,80,8,3,5,2,0,3,N
861,30,P&D,4,M,1,Pesquisador,Divorviado(a),3761,80,10,3,5,4,0,3,N
862,53,Vendas,2,F,3,Executivo de Vendas,Casado(a),10934,80,35,3,5,2,0,4,N
864,45,Vendas,3,M,3,Executivo de Vendas,Divorviado(a),10761,80,18,2,5,4,0,2,N
865,32,P&D,2,F,2,Pesquisador,Casado(a),5175,80,9,3,5,3,1,3,N
867,52,P&D,4,F,4,Diretor de Manufatura,Casado(a),13826,80,31,3,9,8,0,0,N
868,37,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),6334,80,9,2,1,0,0,0,N
869,28,RH,2,M,1,RH,Divorviado(a),4936,80,6,6,5,1,0,4,N
872,22,P&D,2,M,2,Diretor de Manufatura,Casado(a),4775,80,4,2,2,2,2,2,N
874,44,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2818,80,10,2,3,2,0,2,N
875,42,P&D,1,M,1,Pesquisador,Solteiro(a),2515,80,8,2,2,1,2,2,N
878,36,RH,3,M,1,RH,Casado(a),2342,80,6,3,5,4,0,3,N
879,25,Vendas,1,M,2,Executivo de Vendas,Casado(a),4194,80,5,3,5,3,0,3,N
880,35,P&D,3,F,3,Diretor de Manufatura,Casado(a),10685,80,17,2,17,14,5,15,N
881,35,P&D,4,F,1,Pesquisador,Divorviado(a),2022,80,10,3,10,2,7,8,S
882,32,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),2314,80,4,2,3,0,0,2,N
885,25,Vendas,1,M,2,Executivo de Vendas,Casado(a),4256,80,5,1,5,2,0,3,N
887,49,P&D,3,F,1,Pesquisador,Casado(a),3580,80,7,2,4,2,0,2,N
888,24,P&D,1,M,1,Tecnico de Laboratorio,Casado(a),3162,80,6,2,5,2,3,4,N
889,32,Vendas,2,M,2,Executivo de Vendas,Casado(a),6524,80,10,3,10,8,5,3,N
893,38,Vendas,3,M,1,Representante de Vendas,Casado(a),2899,80,3,3,2,2,1,2,N
894,42,P&D,3,F,2,Tecnico de Laboratorio,Casado(a),5231,80,17,1,5,3,1,3,N
895,31,P&D,4,M,1,Pesquisador,Casado(a),2356,80,8,2,6,4,0,2,N
896,29,Vendas,3,F,1,Representante de Vendas,Divorviado(a),2800,80,5,3,3,2,0,2,S
897,53,Vendas,3,M,4,Executivo de Vendas,Casado(a),11836,80,28,3,2,0,2,2,N
899,35,P&D,3,M,3,Diretor de Manufatura,Casado(a),10903,80,16,2,13,10,4,8,N
900,37,Vendas,2,F,1,Representante de Vendas,Casado(a),2973,80,10,3,5,4,0,0,N
901,53,P&D,4,F,4,Diretor de Pesquisa,Solteiro(a),14275,80,33,0,12,9,3,8,N
902,43,P&D,3,F,2,Representante de Saude,Casado(a),5562,80,12,2,5,2,2,2,N
903,47,Vendas,2,F,2,Executivo de Vendas,Casado(a),4537,80,8,2,7,6,7,7,N
904,37,Vendas,2,M,3,Executivo de Vendas,Solteiro(a),7642,80,10,2,10,0,0,9,N
905,50,P&D,4,M,4,Gerente,Divorviado(a),17924,80,31,3,31,6,14,7,N
909,39,RH,3,F,2,RH,Casado(a),5204,80,13,2,5,4,0,4,N
910,33,RH,2,M,1,RH,Divorviado(a),2277,80,7,4,4,3,0,3,N
911,32,P&D,4,M,1,Tecnico de Laboratorio,Solteiro(a),2795,80,1,2,1,0,0,1,S
912,29,P&D,1,F,1,Tecnico de Laboratorio,Divorviado(a),2532,80,8,5,4,3,0,3,N
913,44,P&D,2,M,1,Pesquisador,Casado(a),2559,80,8,0,8,7,7,1,N
916,28,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),4908,80,4,3,4,2,0,2,N
918,58,P&D,1,M,1,Tecnico de Laboratorio,Divorviado(a),2380,80,3,3,1,0,0,0,S
920,43,P&D,3,F,2,Diretor de Manufatura,Divorviado(a),4765,80,4,2,1,0,0,0,N
922,20,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2044,80,2,3,2,2,0,2,S
923,21,P&D,1,F,1,Pesquisador,Solteiro(a),2693,80,1,3,1,0,0,0,S
924,36,P&D,1,M,2,Representante de Saude,Casado(a),6586,80,17,2,16,8,4,11,N
925,47,Vendas,4,F,1,Representante de Vendas,Solteiro(a),3294,80,3,3,3,2,1,2,N
926,22,P&D,1,F,2,Diretor de Manufatura,Casado(a),4171,80,4,3,3,2,0,2,S
927,41,P&D,4,F,1,Tecnico de Laboratorio,Divorviado(a),2778,80,10,1,7,7,1,0,S
930,28,P&D,3,F,1,Pesquisador,Divorviado(a),2377,80,6,2,2,2,2,2,N
932,39,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2404,80,8,2,2,2,2,2,S
933,27,P&D,3,F,1,Pesquisador,Solteiro(a),2318,80,1,2,1,1,0,0,N
934,34,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),2008,80,1,3,1,0,1,0,N
936,42,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),6244,80,10,6,5,4,0,3,N
939,33,P&D,4,M,1,Pesquisador,Solteiro(a),2799,80,6,1,3,2,0,2,N
940,58,P&D,3,F,3,Representante de Saude,Divorviado(a),10552,80,24,3,6,0,0,4,N
941,31,Vendas,4,M,1,Representante de Vendas,Casado(a),2329,80,13,2,7,7,5,2,N
942,35,P&D,1,F,2,Representante de Saude,Casado(a),4014,80,10,2,10,6,0,7,N
944,49,P&D,2,F,3,Tecnico de Laboratorio,Casado(a),7403,80,29,3,26,9,1,7,N
945,48,P&D,4,M,1,Pesquisador,Casado(a),2259,80,13,2,0,0,0,0,N
947,31,Vendas,2,F,2,Executivo de Vendas,Casado(a),6932,80,9,2,9,8,0,0,N
949,36,P&D,4,M,1,Pesquisador,Solteiro(a),4678,80,8,6,6,2,0,1,N
950,38,P&D,3,F,3,Diretor de Pesquisa,Casado(a),13582,80,15,3,15,12,5,11,N
951,32,P&D,3,F,1,Tecnico de Laboratorio,Casado(a),2332,80,5,3,3,0,0,2,N
952,25,Vendas,2,M,1,Representante de Vendas,Casado(a),2413,80,1,2,1,0,0,0,S
954,40,Vendas,4,M,3,Executivo de Vendas,Divorviado(a),9705,80,11,2,1,0,0,0,N
956,26,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),4294,80,7,2,7,7,0,7,N
957,41,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),4721,80,20,3,18,13,2,17,N
958,36,P&D,4,M,1,Tecnico de Laboratorio,Solteiro(a),2519,80,16,6,11,8,3,9,N
959,19,Vendas,3,M,1,Representante de Vendas,Solteiro(a),2121,80,1,3,1,0,0,0,S
960,20,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),2973,80,1,2,1,0,0,0,S
961,31,P&D,3,F,2,Representante de Saude,Casado(a),5855,80,10,2,9,7,8,5,N
964,40,P&D,4,M,1,Pesquisador,Divorviado(a),3617,80,3,2,1,1,0,0,N
966,32,P&D,4,F,2,Diretor de Manufatura,Casado(a),6725,80,8,2,8,7,6,3,N
967,36,Vendas,1,M,3,Executivo de Vendas,Casado(a),10325,80,16,6,16,7,3,7,S
969,33,P&D,3,F,2,Representante de Saude,Solteiro(a),6949,80,6,3,5,0,1,4,N
970,37,Vendas,4,M,3,Executivo de Vendas,Casado(a),10609,80,17,2,14,1,11,7,S
972,45,P&D,2,M,2,Tecnico de Laboratorio,Casado(a),4447,80,9,5,9,7,0,8,N
974,29,Vendas,3,F,1,Representante de Vendas,Casado(a),2157,80,3,5,3,1,0,2,N
975,35,Vendas,3,F,2,Executivo de Vendas,Casado(a),4601,80,5,3,5,2,1,0,N
976,52,P&D,2,M,4,Gerente,Casado(a),17099,80,26,2,9,8,7,8,N
977,58,P&D,3,M,1,Pesquisador,Solteiro(a),2479,80,7,4,1,0,0,0,S
981,53,Vendas,2,M,4,Gerente,Divorviado(a),14852,80,22,3,17,13,15,2,N
982,30,Vendas,2,M,3,Executivo de Vendas,Divorviado(a),7264,80,10,2,8,4,7,7,N
983,38,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),5666,80,6,1,5,3,1,3,N
984,35,Vendas,4,M,3,Executivo de Vendas,Divorviado(a),7823,80,12,2,10,9,0,8,N
985,39,Vendas,5,M,3,Executivo de Vendas,Solteiro(a),7880,80,9,3,8,7,0,7,N
986,40,Vendas,3,F,4,Executivo de Vendas,Solteiro(a),13194,80,22,2,1,0,0,0,S
987,47,P&D,4,M,2,Diretor de Manufatura,Divorviado(a),5067,80,20,3,19,10,2,7,N
990,36,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),5079,80,12,3,7,7,0,7,N
991,31,P&D,2,M,1,Pesquisador,Solteiro(a),2321,80,4,0,3,2,1,2,S
992,33,Vendas,3,M,4,Gerente,Solteiro(a),17444,80,10,2,10,8,6,0,N
994,29,P&D,3,F,1,Pesquisador,Solteiro(a),2404,80,3,5,0,0,0,0,S
995,33,P&D,1,F,1,Pesquisador,Solteiro(a),3452,80,5,4,3,2,0,2,N
996,45,P&D,4,F,1,Tecnico de Laboratorio,Divorviado(a),2270,80,8,2,5,3,0,2,N
997,50,P&D,2,M,4,Diretor de Pesquisa,Divorviado(a),17399,80,32,1,5,4,1,3,N
998,33,P&D,4,F,2,Representante de Saude,Casado(a),5488,80,6,2,6,5,1,2,N
999,41,P&D,3,M,5,Diretor de Pesquisa,Divorviado(a),19419,80,21,2,18,16,0,11,N
1001,27,P&D,4,F,1,Tecnico de Laboratorio,Casado(a),2811,80,4,2,2,2,2,2,N
1002,45,P&D,2,M,2,Tecnico de Laboratorio,Casado(a),3633,80,9,2,9,8,0,8,N
1003,47,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),4163,80,9,0,9,0,0,7,N
1004,30,P&D,3,F,1,Pesquisador,Casado(a),2132,80,7,2,5,2,0,1,S
1005,50,P&D,3,M,4,Diretor de Manufatura,Casado(a),13973,80,22,2,12,11,1,5,N
1006,38,P&D,1,M,1,Pesquisador,Casado(a),2684,80,3,0,2,1,0,2,N
1007,46,P&D,2,M,3,Diretor de Manufatura,Divorviado(a),10845,80,13,3,8,7,0,7,N
1009,24,P&D,1,F,2,Diretor de Manufatura,Divorviado(a),4377,80,5,6,4,2,3,2,N
1010,35,P&D,4,M,1,Tecnico de Laboratorio,Divorviado(a),3743,80,5,2,4,2,0,2,S
1011,31,P&D,1,F,2,Diretor de Manufatura,Casado(a),4148,80,4,1,4,3,0,3,N
1012,18,P&D,2,M,1,Pesquisador,Solteiro(a),1051,80,0,2,0,0,0,0,N
1013,54,P&D,3,F,3,Diretor de Manufatura,Casado(a),10739,80,22,2,10,7,0,8,N
1014,35,P&D,4,F,3,Representante de Saude,Divorviado(a),10388,80,16,3,16,10,10,1,N
1015,30,P&D,2,F,3,Diretor de Pesquisa,Casado(a),11416,80,9,4,8,7,1,7,N
1016,20,P&D,3,F,1,Pesquisador,Solteiro(a),2600,80,1,2,1,0,0,0,S
1017,30,P&D,3,F,1,Tecnico de Laboratorio,Solteiro(a),2422,80,4,3,3,2,1,2,S
1018,26,P&D,2,M,2,Diretor de Manufatura,Casado(a),5472,80,8,2,8,7,1,3,N
1019,22,P&D,1,M,1,Tecnico de Laboratorio,Casado(a),2451,80,4,3,4,3,1,1,N
1022,48,P&D,3,M,2,Representante de Saude,Solteiro(a),4240,80,19,0,2,2,2,2,N
1024,48,P&D,4,M,3,Representante de Saude,Solteiro(a),10999,80,27,3,15,11,4,8,N
1025,41,P&D,2,F,2,Diretor de Manufatura,Solteiro(a),5003,80,8,6,2,2,2,1,N
1026,39,P&D,1,F,4,Diretor de Manufatura,Casado(a),12742,80,21,3,21,6,11,8,N
1027,27,P&D,4,F,2,Diretor de Manufatura,Casado(a),4227,80,4,2,3,2,2,2,N
1028,35,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),3917,80,3,4,3,2,1,2,N
1029,42,Vendas,2,M,5,Gerente,Casado(a),18303,80,21,3,1,0,0,0,N
1030,50,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2380,80,8,5,1,0,0,0,N
1032,59,P&D,3,F,4,Diretor de Manufatura,Solteiro(a),13726,80,30,4,5,3,4,3,N
1033,37,P&D,2,F,2,Representante de Saude,Casado(a),4777,80,15,2,1,0,0,0,S
1034,55,P&D,4,M,2,Representante de Saude,Casado(a),6385,80,17,3,8,7,6,7,N
1035,41,P&D,1,F,5,Diretor de Pesquisa,Divorviado(a),19973,80,21,3,21,16,5,10,N
1036,38,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),6861,80,19,1,1,0,0,0,N
1037,26,Vendas,2,M,2,Executivo de Vendas,Solteiro(a),4969,80,7,6,2,2,2,2,S
1038,52,Vendas,1,F,5,Gerente,Casado(a),19845,80,33,3,32,14,6,9,S
1039,44,Vendas,3,F,4,Executivo de Vendas,Casado(a),13320,80,23,2,12,11,11,11,N
1040,50,Vendas,3,F,2,Executivo de Vendas,Casado(a),6347,80,19,3,18,7,0,13,N
1042,36,P&D,4,F,1,Tecnico de Laboratorio,Solteiro(a),2743,80,18,1,17,13,15,14,S
1043,39,P&D,3,F,3,Diretor de Manufatura,Solteiro(a),10880,80,21,2,21,6,2,8,N
1044,33,Vendas,1,F,1,Representante de Vendas,Solteiro(a),2342,80,3,2,2,2,2,2,N
1045,45,Vendas,2,F,4,Gerente,Casado(a),17650,80,26,4,9,3,1,1,N
1046,32,P&D,4,F,1,Tecnico de Laboratorio,Solteiro(a),4025,80,10,2,8,7,7,7,N
1047,34,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),9725,80,16,2,15,1,0,9,N
1048,59,Vendas,2,M,3,Gerente,Casado(a),11904,80,14,1,6,4,0,4,N
1049,45,RH,4,M,1,RH,Solteiro(a),2177,80,6,3,6,3,0,4,N
1050,53,Vendas,3,F,3,Executivo de Vendas,Casado(a),7525,80,30,2,15,7,6,12,N
1052,36,P&D,3,M,2,Tecnico de Laboratorio,Divorviado(a),4834,80,9,3,1,0,0,0,S
1053,26,P&D,3,M,1,Pesquisador,Casado(a),2042,80,6,2,3,2,1,2,S
1055,34,Vendas,4,F,1,Representante de Vendas,Casado(a),2220,80,1,2,1,1,0,0,N
1056,28,Vendas,1,M,1,Representante de Vendas,Casado(a),1052,80,1,5,1,0,0,0,N
1060,38,P&D,4,M,1,Pesquisador,Casado(a),2821,80,8,2,2,2,2,2,N
1061,50,P&D,4,M,5,Diretor de Pesquisa,Casado(a),19237,80,29,2,8,1,7,7,N
1062,37,P&D,3,F,2,Representante de Saude,Solteiro(a),4107,80,8,3,4,3,0,1,N
1066,40,Vendas,3,M,2,Executivo de Vendas,Casado(a),8396,80,8,3,7,7,7,5,N
1068,26,P&D,1,F,1,Pesquisador,Divorviado(a),2007,80,5,5,5,3,1,3,N
1069,46,P&D,4,M,5,Diretor de Pesquisa,Divorviado(a),19627,80,23,0,2,2,2,2,N
1070,54,Vendas,4,F,3,Executivo de Vendas,Casado(a),10686,80,13,4,9,4,7,0,N
1071,56,P&D,3,F,1,Pesquisador,Casado(a),2942,80,18,4,5,4,0,3,N
1073,36,P&D,5,F,3,Diretor de Manufatura,Solteiro(a),8858,80,15,2,14,8,7,8,N
1074,55,P&D,1,M,4,Gerente,Solteiro(a),16756,80,31,3,9,7,6,2,N
1076,43,Vendas,3,M,3,Executivo de Vendas,Divorviado(a),10798,80,18,5,1,0,0,0,N
1077,20,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2323,80,2,3,2,2,0,2,S
1079,21,P&D,3,F,1,Tecnico de Laboratorio,Solteiro(a),1416,80,1,6,1,0,1,0,S
1080,46,P&D,4,F,2,Pesquisador,Divorviado(a),4615,80,19,2,16,13,1,7,N
1081,51,P&D,4,M,1,Pesquisador,Casado(a),2461,80,18,2,10,0,2,7,S
1082,28,P&D,2,M,3,Representante de Saude,Solteiro(a),8722,80,10,2,10,7,1,9,S
1083,26,P&D,2,M,1,Tecnico de Laboratorio,Casado(a),3955,80,6,2,5,3,1,3,N
1084,30,P&D,3,M,2,Diretor de Manufatura,Casado(a),9957,80,7,1,6,2,0,2,N
1085,41,P&D,2,F,1,Pesquisador,Casado(a),3376,80,10,3,10,6,0,8,N
1088,38,P&D,1,F,3,Representante de Saude,Casado(a),8823,80,20,4,19,9,1,9,N
1092,40,P&D,4,M,3,Representante de Saude,Casado(a),10322,80,14,6,11,10,11,1,N
1094,27,P&D,5,M,1,Tecnico de Laboratorio,Casado(a),4621,80,3,4,3,2,1,2,N
1096,55,P&D,1,M,3,Diretor de Manufatura,Casado(a),10976,80,23,4,3,2,1,2,N
1097,28,P&D,3,F,2,Pesquisador,Solteiro(a),3660,80,10,4,8,7,1,7,N
1098,44,RH,2,M,3,RH,Casado(a),10482,80,24,1,20,6,3,6,S
1099,33,P&D,3,M,3,Representante de Saude,Divorviado(a),7119,80,9,2,3,2,1,2,N
1100,35,Vendas,3,M,3,Executivo de Vendas,Solteiro(a),9582,80,9,2,8,7,4,7,S
1101,33,P&D,4,F,2,Pesquisador,Solteiro(a),4508,80,14,4,13,7,3,8,S
1102,28,P&D,2,M,1,Tecnico de Laboratorio,Divorviado(a),2207,80,4,5,4,2,2,2,N
1103,34,P&D,1,M,2,Representante de Saude,Solteiro(a),7756,80,7,1,6,2,0,4,N
1105,37,Vendas,4,F,2,Executivo de Vendas,Divorviado(a),6694,80,8,5,1,0,0,0,N
1106,25,P&D,1,M,1,Tecnico de Laboratorio,Casado(a),3691,80,7,3,7,7,5,6,S
1107,26,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),2377,80,1,0,1,1,0,0,S
1108,33,P&D,3,M,1,Pesquisador,Solteiro(a),2313,80,5,0,2,2,2,2,S
1109,42,P&D,2,M,4,Gerente,Casado(a),17665,80,23,3,22,6,13,7,N
1111,28,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),2596,80,1,2,1,0,0,0,S
1113,50,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),4728,80,5,4,0,0,0,0,S
1114,33,Vendas,3,F,2,Executivo de Vendas,Casado(a),4302,80,4,3,3,2,0,2,N
1115,34,P&D,4,M,1,Pesquisador,Casado(a),2979,80,6,2,0,0,0,0,N
1116,48,P&D,4,M,4,Gerente,Solteiro(a),16885,80,27,3,5,4,2,1,N
1117,45,Vendas,4,F,2,Executivo de Vendas,Casado(a),5593,80,15,2,15,10,4,12,N
1118,52,P&D,4,M,3,Representante de Saude,Solteiro(a),10445,80,18,4,8,6,4,0,N
1119,38,Vendas,4,M,3,Executivo de Vendas,Divorviado(a),8740,80,9,2,8,7,2,7,N
1120,29,P&D,4,F,1,Pesquisador,Divorviado(a),2514,80,11,1,7,5,1,7,N
1121,28,P&D,3,F,3,Diretor de Manufatura,Divorviado(a),7655,80,10,3,9,7,1,7,N
1124,46,Vendas,1,M,4,Gerente,Casado(a),17465,80,23,3,12,9,4,9,N
1125,38,Vendas,2,M,3,Executivo de Vendas,Solteiro(a),7351,80,10,2,1,0,0,0,N
1126,43,P&D,3,F,3,Diretor de Manufatura,Casado(a),10820,80,18,1,8,7,0,1,N
1127,39,P&D,3,M,4,Representante de Saude,Divorviado(a),12169,80,21,4,18,7,11,5,S
1128,40,P&D,3,M,5,Diretor de Pesquisa,Solteiro(a),19626,80,21,2,20,7,4,9,N
1131,21,P&D,1,F,1,Pesquisador,Solteiro(a),2070,80,2,6,2,2,2,2,N
1132,39,P&D,3,M,2,Tecnico de Laboratorio,Solteiro(a),6782,80,9,2,5,4,0,3,N
1133,36,P&D,4,M,2,Diretor de Manufatura,Solteiro(a),7779,80,18,0,11,9,0,9,N
1135,31,Vendas,3,M,1,Representante de Vendas,Casado(a),2791,80,3,4,2,2,2,2,N
1136,28,P&D,1,M,1,Pesquisador,Casado(a),3201,80,6,2,5,3,0,4,N
1137,35,Vendas,2,M,2,Executivo de Vendas,Divorviado(a),4968,80,5,3,5,2,0,2,N
1138,49,Vendas,4,M,4,Executivo de Vendas,Casado(a),13120,80,22,3,9,8,2,3,N
1140,34,P&D,2,M,2,Diretor de Manufatura,Solteiro(a),4033,80,5,3,3,2,0,2,N
1143,29,P&D,3,F,1,Pesquisador,Divorviado(a),3291,80,8,2,7,5,1,1,N
1148,42,P&D,3,M,2,Tecnico de Laboratorio,Solteiro(a),4272,80,16,3,1,0,0,0,N
1150,29,P&D,1,M,2,Diretor de Manufatura,Casado(a),5056,80,10,2,10,7,1,2,N
1152,38,RH,3,M,1,RH,Casado(a),2844,80,7,2,7,6,5,0,N
1154,28,P&D,3,M,1,Pesquisador,Divorviado(a),2703,80,3,2,3,1,0,2,N
1156,18,P&D,1,M,1,Tecnico de Laboratorio,Solteiro(a),1904,80,0,0,0,0,0,0,S
1157,33,Vendas,4,F,2,Executivo de Vendas,Solteiro(a),8224,80,6,3,5,2,0,3,S
1158,41,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),4766,80,6,4,1,0,0,0,N
